locus_tag	ftype	length_bp	gene	EC_number	COG	product
POOLPIDM_02683	CDS	1296				ISL3 family transposase ISEfa5
POOLPIDM_02684	CDS	378				IS256 family transposase ISBsu2
POOLPIDM_02685	CDS	864				IS256 family transposase ISBsu2
POOLPIDM_02686	CDS	807				IS3 family transposase ISEnfa3
POOLPIDM_02687	CDS	537				hypothetical protein
POOLPIDM_02688	CDS	291				IS3 family transposase IS1485
POOLPIDM_02689	CDS	837				IS3 family transposase IS1485
POOLPIDM_02690	CDS	456	crr			PTS system glucose-specific EIIA component
POOLPIDM_02691	CDS	2193	agaA_3	3.2.1.22		Alpha-galactosidase AgaA
POOLPIDM_02692	CDS	855	rhaS_3			HTH-type transcriptional activator RhaS
POOLPIDM_02693	CDS	1341	scrB_1	3.2.1.26	COG1621	Sucrose-6-phosphate hydrolase
POOLPIDM_02694	CDS	1386	treP_2		COG1263	PTS system trehalose-specific EIIBC component
POOLPIDM_02695	CDS	1149				IS200/IS605 family transposase ISEfa4
POOLPIDM_02696	CDS	405				hypothetical protein
POOLPIDM_02697	CDS	1428				IS1182 family transposase ISEfa12
POOLPIDM_02698	CDS	291				IS3 family transposase IS1485
POOLPIDM_02699	CDS	837				IS3 family transposase IS1485
POOLPIDM_02700	CDS	735	nagR_2		COG2188	HTH-type transcriptional repressor NagR
POOLPIDM_02701	CDS	1170	agaS	3.5.99.-	COG2222	D-galactosamine-6-phosphate deaminase AgaS
POOLPIDM_02702	CDS	996	lacD	4.1.2.40		Tagatose 1,6-diphosphate aldolase
POOLPIDM_02703	CDS	927				hypothetical protein
POOLPIDM_02704	CDS	1251	licC_3		COG1455	Lichenan permease IIC component
POOLPIDM_02705	CDS	954			COG2826	IS30 family transposase IS1252
POOLPIDM_02706	CDS	1086	xerS		COG0582	Tyrosine recombinase XerS
POOLPIDM_02707	CDS	519				hypothetical protein
POOLPIDM_02708	CDS	291				IS3 family transposase IS1485
POOLPIDM_02709	CDS	837				IS3 family transposase IS1485
POOLPIDM_02710	CDS	477				hypothetical protein
POOLPIDM_02711	CDS	1251				IS110 family transposase ISSpn10
POOLPIDM_02712	CDS	1503	glcB		COG2190	PTS system glucoside-specific EIICBA component
POOLPIDM_02713	CDS	690	nanE_2	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
POOLPIDM_02714	CDS	819	rpiR		COG1737	HTH-type transcriptional regulator RpiR
POOLPIDM_02715	CDS	219				hypothetical protein
POOLPIDM_02716	CDS	1320				IS1380 family transposase IS1678
POOLPIDM_02717	CDS	234				hypothetical protein
POOLPIDM_02718	CDS	456				IS200/IS605 family transposase ISAac3
POOLPIDM_02719	CDS	582				IS3 family transposase ISEfa10
POOLPIDM_02720	CDS	804				IS3 family transposase ISEfa10
POOLPIDM_02721	CDS	963	degA_4		COG1609	HTH-type transcriptional regulator DegA
POOLPIDM_02722	CDS	1440	scrB_2	3.2.1.26		Sucrose-6-phosphate hydrolase
POOLPIDM_02723	CDS	1947				hypothetical protein
POOLPIDM_02724	CDS	1173				IS256 family transposase IS256
POOLPIDM_02725	CDS	873	gmuE_5	2.7.1.4	COG1940	Putative fructokinase
POOLPIDM_02726	CDS	285				hypothetical protein
POOLPIDM_02727	CDS	417				IS6 family transposase IS1216V
POOLPIDM_02728	CDS	600				hypothetical protein
POOLPIDM_02729	CDS	600	xerC_13			Tyrosine recombinase XerC
POOLPIDM_02730	CDS	183				hypothetical protein
POOLPIDM_02731	CDS	180				hypothetical protein
POOLPIDM_02732	CDS	1521				IS66 family transposase ISCth11
POOLPIDM_02733	CDS	573	hxlB	5.3.1.27	COG0794	3-hexulose-6-phosphate isomerase
POOLPIDM_02734	CDS	663	rpe_1	5.1.3.1		Ribulose-phosphate 3-epimerase
POOLPIDM_02735	CDS	516				hypothetical protein
POOLPIDM_02736	CDS	285				hypothetical protein
POOLPIDM_02737	CDS	1329	gatC_3		COG3775	PTS system galactitol-specific EIIC component
POOLPIDM_02738	CDS	456				hypothetical protein
POOLPIDM_02739	CDS	1947	manR_3		COG1762	Transcriptional regulator ManR
POOLPIDM_02740	CDS	1179				IS256 family transposase ISEf1
POOLPIDM_02741	CDS	291				hypothetical protein
POOLPIDM_02742	CDS	264				hypothetical protein
POOLPIDM_02743	CDS	954			COG2826	IS30 family transposase IS1252
POOLPIDM_02744	CDS	282				hypothetical protein
POOLPIDM_02745	CDS	357				hypothetical protein
POOLPIDM_02746	CDS	180				hypothetical protein
POOLPIDM_02747	CDS	273				hypothetical protein
POOLPIDM_02748	CDS	156				hypothetical protein
POOLPIDM_02749	CDS	252				hypothetical protein
POOLPIDM_02750	CDS	207				hypothetical protein
POOLPIDM_02751	CDS	258				hypothetical protein
POOLPIDM_02752	CDS	306	ssb_2		COG0629	Single-stranded DNA-binding protein
POOLPIDM_02753	CDS	132	ssbA		COG0629	Single-stranded DNA-binding protein A
POOLPIDM_02754	CDS	900				hypothetical protein
POOLPIDM_02755	CDS	597				hypothetical protein
POOLPIDM_02756	CDS	150				hypothetical protein
POOLPIDM_02757	CDS	2010	topB_3	5.6.2.1	COG0550	DNA topoisomerase 3
POOLPIDM_02758	CDS	1470				hypothetical protein
POOLPIDM_02759	CDS	2373				hypothetical protein
POOLPIDM_02760	CDS	1251				IS110 family transposase ISSpn10
POOLPIDM_02761	CDS	195				hypothetical protein
POOLPIDM_02762	CDS	222				hypothetical protein
POOLPIDM_02763	CDS	1593				hypothetical protein
POOLPIDM_02764	CDS	423				hypothetical protein
POOLPIDM_02765	CDS	297				hypothetical protein
POOLPIDM_02766	CDS	270				hypothetical protein
POOLPIDM_02767	CDS	1074				hypothetical protein
POOLPIDM_02768	CDS	135				hypothetical protein
POOLPIDM_02769	CDS	807				hypothetical protein
POOLPIDM_02770	CDS	645				hypothetical protein
POOLPIDM_02771	CDS	1206				hypothetical protein
POOLPIDM_02772	CDS	2025				hypothetical protein
POOLPIDM_02773	CDS	153				hypothetical protein
POOLPIDM_02774	CDS	594				hypothetical protein
POOLPIDM_02775	CDS	333				hypothetical protein
POOLPIDM_02776	CDS	2373				hypothetical protein
POOLPIDM_02777	CDS	792				hypothetical protein
POOLPIDM_02778	CDS	1899				hypothetical protein
POOLPIDM_02779	CDS	1830				hypothetical protein
POOLPIDM_02780	CDS	2055				hypothetical protein
POOLPIDM_02781	CDS	303				hypothetical protein
POOLPIDM_02782	CDS	243				hypothetical protein
POOLPIDM_02783	CDS	435				hypothetical protein
POOLPIDM_02784	CDS	2091				hypothetical protein
POOLPIDM_02785	CDS	261				hypothetical protein
POOLPIDM_02786	CDS	756				hypothetical protein
POOLPIDM_02787	CDS	753	srtA	3.4.22.-		Sortase A
POOLPIDM_02788	CDS	1977				hypothetical protein
POOLPIDM_02789	CDS	675				hypothetical protein
POOLPIDM_02790	CDS	1074				hypothetical protein
POOLPIDM_02791	CDS	690				hypothetical protein
POOLPIDM_02792	CDS	240				hypothetical protein
POOLPIDM_02793	CDS	123				hypothetical protein
POOLPIDM_02794	CDS	342				hypothetical protein
POOLPIDM_02795	CDS	333				hypothetical protein
POOLPIDM_02796	CDS	1041				hypothetical protein
POOLPIDM_02797	CDS	1296				ISL3 family transposase ISEfa5
POOLPIDM_02798	CDS	1464	bca			C protein alpha-antigen
POOLPIDM_02799	CDS	1344	noxE	1.6.99.3	COG0446	NADH oxidase
POOLPIDM_02800	CDS	1452				hypothetical protein
POOLPIDM_02801	CDS	633				hypothetical protein
POOLPIDM_02802	CDS	1440	ribZ_2			Riboflavin transporter RibZ
POOLPIDM_02803	CDS	216				hypothetical protein
POOLPIDM_02804	CDS	912				hypothetical protein
POOLPIDM_02805	CDS	1005				hypothetical protein
POOLPIDM_02806	CDS	2124				hypothetical protein
POOLPIDM_02807	CDS	2448				hypothetical protein
POOLPIDM_02808	CDS	390				hypothetical protein
POOLPIDM_02809	CDS	504				hypothetical protein
POOLPIDM_02810	CDS	1911				hypothetical protein
POOLPIDM_02811	CDS	138				hypothetical protein
POOLPIDM_02812	CDS	1185				hypothetical protein
POOLPIDM_02813	CDS	291				hypothetical protein
POOLPIDM_02814	CDS	708				hypothetical protein
POOLPIDM_02815	CDS	435	hhaIM	2.1.1.37		Modification methylase HhaI
POOLPIDM_02816	CDS	165				hypothetical protein
POOLPIDM_02817	CDS	675				hypothetical protein
POOLPIDM_02818	CDS	240				hypothetical protein
POOLPIDM_02819	CDS	1860				hypothetical protein
POOLPIDM_02820	CDS	1146				hypothetical protein
POOLPIDM_02821	CDS	336				hypothetical protein
POOLPIDM_02822	CDS	375				hypothetical protein
POOLPIDM_02823	CDS	315				hypothetical protein
POOLPIDM_02824	CDS	3228				hypothetical protein
POOLPIDM_02825	CDS	216				hypothetical protein
POOLPIDM_02826	CDS	918	bcrA_2			Bacitracin transport ATP-binding protein BcrA
POOLPIDM_02827	CDS	783				hypothetical protein
POOLPIDM_02828	CDS	660	arlR_2		COG0745	Response regulator ArlR
POOLPIDM_02829	CDS	897	phoR_2	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
POOLPIDM_02830	CDS	1650	mutS_2			DNA mismatch repair protein MutS
POOLPIDM_02831	CDS	108				hypothetical protein
POOLPIDM_02832	CDS	936	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
POOLPIDM_02833	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
POOLPIDM_02834	CDS	984	dus	1.3.1.-		putative tRNA-dihydrouridine synthase
POOLPIDM_02835	CDS	1038				Zinc-type alcohol dehydrogenase-like protein
POOLPIDM_02836	CDS	324				hypothetical protein
POOLPIDM_02837	CDS	708	ygaZ_2		COG1296	Inner membrane protein YgaZ
POOLPIDM_02838	CDS	342	xylB_3	2.7.1.17	COG1070	Xylulose kinase
POOLPIDM_02839	CDS	849				hypothetical protein
POOLPIDM_02840	CDS	864				hypothetical protein
POOLPIDM_02841	CDS	483				hypothetical protein
POOLPIDM_02842	CDS	468	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
POOLPIDM_02843	CDS	852	qorB	1.6.5.2	COG0702	Quinone oxidoreductase 2
POOLPIDM_02844	CDS	99				hypothetical protein
POOLPIDM_02845	CDS	1959	ptsG_3	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
POOLPIDM_02846	CDS	873	sacY		COG3711	Levansucrase and sucrase synthesis operon antiterminator
POOLPIDM_02847	CDS	873	hdfR_3			HTH-type transcriptional regulator HdfR
POOLPIDM_02848	CDS	570		2.3.1.-		Putative acetyltransferase
POOLPIDM_02849	CDS	738		1.-.-.-		putative oxidoreductase
POOLPIDM_02850	CDS	1269				hypothetical protein
POOLPIDM_02851	CDS	465				hypothetical protein
POOLPIDM_02852	CDS	393	yodC_1	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
POOLPIDM_02853	CDS	240	yodC_2	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
POOLPIDM_02854	CDS	1479	msr(C)			ABC-F type ribosomal protection protein Msr(C)
POOLPIDM_02855	CDS	447				hypothetical protein
POOLPIDM_02856	CDS	516				hypothetical protein
POOLPIDM_02857	CDS	270	yfmO_1			Multidrug efflux protein YfmO
POOLPIDM_02858	CDS	933	yfmO_2			Multidrug efflux protein YfmO
POOLPIDM_02859	CDS	327				hypothetical protein
POOLPIDM_02860	CDS	345				hypothetical protein
POOLPIDM_02861	CDS	1248	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
POOLPIDM_02862	CDS	807	proB	2.7.2.11	COG0263	Glutamate 5-kinase 1
POOLPIDM_02863	CDS	528	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
POOLPIDM_02864	CDS	1371	radA	3.6.4.-	COG1066	DNA repair protein RadA
POOLPIDM_02865	CDS	1158	yacL	3.1.-.-	COG4956	putative PIN and TRAM-domain containing protein YacL
POOLPIDM_02866	CDS	1461	gltX	6.1.1.17		Glutamate--tRNA ligase
POOLPIDM_02867	CDS	537	cysE	2.3.1.30	COG1045	Serine acetyltransferase
POOLPIDM_02868	CDS	1413	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
POOLPIDM_02869	CDS	396	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
POOLPIDM_02870	CDS	861		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
POOLPIDM_02871	CDS	531				hypothetical protein
POOLPIDM_02872	CDS	579	sigH		COG1595	RNA polymerase sigma-H factor
POOLPIDM_02873	CDS	246	veg		COG4466	Protein Veg
POOLPIDM_02874	CDS	447	elaA		COG2153	Protein ElaA
POOLPIDM_02875	CDS	462	mscL		COG1970	Large-conductance mechanosensitive channel
POOLPIDM_02876	CDS	1269				hypothetical protein
POOLPIDM_02877	CDS	1287				hypothetical protein
POOLPIDM_02878	CDS	885				hypothetical protein
POOLPIDM_02879	CDS	579	pgsA	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
POOLPIDM_02880	CDS	1242	cinA		COG1058	Putative competence-damage inducible protein
POOLPIDM_02881	CDS	1050	recA		COG0468	Protein RecA
POOLPIDM_02882	CDS	1557	rny	3.1.-.-	COG1418	Ribonuclease Y
POOLPIDM_02883	CDS	807	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
POOLPIDM_02884	CDS	2574	mprF_2	2.3.2.3		Phosphatidylglycerol lysyltransferase
POOLPIDM_02885	CDS	846	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
POOLPIDM_02886	CDS	939	znuA		COG0803	High-affinity zinc uptake system binding-protein ZnuA
POOLPIDM_02887	CDS	681	znuC	7.2.2.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
POOLPIDM_02888	CDS	825	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
POOLPIDM_02889	CDS	819	purR_2		COG0503	Pur operon repressor
POOLPIDM_02890	CDS	1374	glmU		COG1207	Bifunctional protein GlmU
POOLPIDM_02891	CDS	972	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
POOLPIDM_02892	CDS	570	thiT			Thiamine transporter ThiT
POOLPIDM_02893	CDS	774				hypothetical protein
POOLPIDM_02894	CDS	1701				hypothetical protein
POOLPIDM_02895	CDS	219				hypothetical protein
POOLPIDM_02896	CDS	891				hypothetical protein
POOLPIDM_02897	CDS	285				hypothetical protein
POOLPIDM_02898	CDS	615	gmk_2	2.7.4.8	COG0194	Guanylate kinase
POOLPIDM_02899	CDS	306	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
POOLPIDM_02900	CDS	2409	priA	3.6.4.-		primosomal protein N'
POOLPIDM_02901	CDS	492	def_2	3.5.1.88		Peptide deformylase
POOLPIDM_02902	CDS	939	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
POOLPIDM_02903	CDS	1359	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
POOLPIDM_02904	CDS	741	stp	3.1.3.16	COG0631	Serine/threonine phosphatase stp
POOLPIDM_02905	CDS	2070	prkC	2.7.11.1	COG0515	Serine/threonine-protein kinase PrkC
POOLPIDM_02906	CDS	900	rsgA	3.6.1.-	COG1162	Small ribosomal subunit biogenesis GTPase RsgA
POOLPIDM_02907	CDS	651	rpe_2	5.1.3.1		Ribulose-phosphate 3-epimerase
POOLPIDM_02908	CDS	639	thiN	2.7.6.2	COG1564	Thiamine pyrophosphokinase
POOLPIDM_02909	CDS	855	mreC		COG1792	Cell shape-determining protein MreC
POOLPIDM_02910	CDS	510				hypothetical protein
POOLPIDM_02911	CDS	1575				hypothetical protein
POOLPIDM_02912	CDS	1800	pepF1_2	3.4.24.-		Oligoendopeptidase F, plasmid
POOLPIDM_02913	CDS	507				hypothetical protein
POOLPIDM_02914	CDS	723			COG0217	putative transcriptional regulatory protein
POOLPIDM_02915	CDS	1401				hypothetical protein
POOLPIDM_02916	CDS	975	ldh_2	1.1.1.27	COG0039	L-lactate dehydrogenase
POOLPIDM_02917	CDS	561	pth	3.1.1.29		Peptidyl-tRNA hydrolase
POOLPIDM_02918	CDS	3522	mfd	3.6.4.-		Transcription-repair-coupling factor
POOLPIDM_02919	CDS	1596	murJ_3		COG2244	Lipid II flippase MurJ
POOLPIDM_02920	CDS	270				hypothetical protein
POOLPIDM_02921	CDS	426				hypothetical protein
POOLPIDM_02922	CDS	471	pnp_2	2.7.7.8		Polyribonucleotide nucleotidyltransferase
POOLPIDM_02923	CDS	1455	tilS	6.3.4.19		tRNA(Ile)-lysidine synthase
POOLPIDM_02924	CDS	546	hpt	2.4.2.8		Hypoxanthine-guanine phosphoribosyltransferase
POOLPIDM_02925	CDS	2112	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
POOLPIDM_02926	CDS	888	hslO		COG1281	33 kDa chaperonin
POOLPIDM_02927	CDS	1005	dusB	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
POOLPIDM_02928	CDS	1497	lysS	6.1.1.6	COG1190	Lysine--tRNA ligase
POOLPIDM_02929	CDS	1818				hypothetical protein
POOLPIDM_02930	CDS	717				hypothetical protein
POOLPIDM_02931	CDS	1827				hypothetical protein
POOLPIDM_02932	CDS	276				hypothetical protein
POOLPIDM_02933	CDS	222				hypothetical protein
POOLPIDM_02934	CDS	147				hypothetical protein
POOLPIDM_02935	CDS	363				hypothetical protein
POOLPIDM_02936	CDS	798				hypothetical protein
POOLPIDM_02937	CDS	831				hypothetical protein
POOLPIDM_02938	CDS	1416				hypothetical protein
POOLPIDM_02939	CDS	423				hypothetical protein
POOLPIDM_02940	CDS	153				hypothetical protein
POOLPIDM_02941	CDS	363				hypothetical protein
POOLPIDM_02942	CDS	3630				hypothetical protein
POOLPIDM_02943	CDS	114				hypothetical protein
POOLPIDM_02944	CDS	324				hypothetical protein
POOLPIDM_02945	CDS	444				hypothetical protein
POOLPIDM_02946	CDS	300				hypothetical protein
POOLPIDM_02947	CDS	438				hypothetical protein
POOLPIDM_02948	CDS	852	soj_3	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
POOLPIDM_02949	CDS	207				hypothetical protein
POOLPIDM_02950	CDS	216				hypothetical protein
POOLPIDM_02951	CDS	600	toxN	3.1.-.-		Endoribonuclease ToxN
POOLPIDM_02952	CDS	2364	topB_4	5.6.2.1		DNA topoisomerase 3
POOLPIDM_02953	CDS	378				hypothetical protein
POOLPIDM_02954	CDS	300				hypothetical protein
POOLPIDM_02955	CDS	1602				hypothetical protein
POOLPIDM_02956	CDS	255				hypothetical protein
POOLPIDM_02957	CDS	285				hypothetical protein
POOLPIDM_02958	CDS	1953				hypothetical protein
POOLPIDM_02959	CDS	498				IS1595 family transposase ISSsu9
POOLPIDM_02960	CDS	861				hypothetical protein
POOLPIDM_02961	CDS	564				hypothetical protein
POOLPIDM_02962	CDS	1173				IS256 family transposase IS256
POOLPIDM_02963	CDS	171				hypothetical protein
POOLPIDM_02964	CDS	150				hypothetical protein
POOLPIDM_02965	CDS	117				hypothetical protein
POOLPIDM_02966	CDS	612	bin3_1			Putative transposon Tn552 DNA-invertase bin3
POOLPIDM_02967	CDS	783				hypothetical protein
POOLPIDM_02968	CDS	1383				hypothetical protein
POOLPIDM_02969	CDS	897				hypothetical protein
POOLPIDM_02970	CDS	522				hypothetical protein
POOLPIDM_02971	CDS	189				hypothetical protein
POOLPIDM_02972	CDS	378				hypothetical protein
POOLPIDM_02973	CDS	1548				IS66 family transposase ISRob1
POOLPIDM_02974	CDS	354				hypothetical protein
POOLPIDM_02975	CDS	195				hypothetical protein
POOLPIDM_02976	CDS	1104				hypothetical protein
POOLPIDM_02977	CDS	969				hypothetical protein
POOLPIDM_02978	CDS	189				hypothetical protein
POOLPIDM_02979	CDS	318				hypothetical protein
POOLPIDM_02980	CDS	219				hypothetical protein
POOLPIDM_02981	CDS	192				hypothetical protein
POOLPIDM_02982	CDS	357				hypothetical protein
POOLPIDM_02983	CDS	1005				hypothetical protein
POOLPIDM_02984	CDS	261				hypothetical protein
POOLPIDM_02985	CDS	1074				hypothetical protein
POOLPIDM_02986	CDS	1827				hypothetical protein
POOLPIDM_02987	CDS	867				hypothetical protein
POOLPIDM_02988	CDS	264				hypothetical protein
POOLPIDM_02989	CDS	330				hypothetical protein
POOLPIDM_02990	CDS	1521				hypothetical protein
POOLPIDM_02991	CDS	468				hypothetical protein
POOLPIDM_02992	CDS	297				hypothetical protein
POOLPIDM_02993	CDS	231				hypothetical protein
POOLPIDM_02994	CDS	897				hypothetical protein
POOLPIDM_02995	CDS	651				hypothetical protein
POOLPIDM_02996	CDS	1137				hypothetical protein
POOLPIDM_02997	CDS	1956				hypothetical protein
POOLPIDM_02998	CDS	468				hypothetical protein
POOLPIDM_02999	CDS	618				hypothetical protein
POOLPIDM_03000	CDS	336				hypothetical protein
POOLPIDM_03001	CDS	2670				hypothetical protein
POOLPIDM_03002	CDS	1008				hypothetical protein
POOLPIDM_03003	CDS	609	vanX_1	3.4.13.22		D-alanyl-D-alanine dipeptidase
POOLPIDM_03004	CDS	1032	vanA_1	6.1.2.1		Vancomycin/teicoplanin A-type resistance protein VanA
POOLPIDM_03005	CDS	969	vanH_1	1.1.1.-		D-specific alpha-keto acid dehydrogenase
POOLPIDM_03006	CDS	1143	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
POOLPIDM_03007	CDS	696	walR_2		COG0745	Transcriptional regulatory protein WalR
POOLPIDM_03008	CDS	681				IS6 family transposase IS1216E
POOLPIDM_03009	CDS	297				hypothetical protein
POOLPIDM_03010	CDS	1494				hypothetical protein
POOLPIDM_03011	CDS	954	soj_4	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
POOLPIDM_03012	CDS	276				hypothetical protein
POOLPIDM_03013	CDS	237				hypothetical protein
POOLPIDM_03014	CDS	681				IS6 family transposase IS1216E
POOLPIDM_03015	CDS	492	repN_1			Replication initiation protein
POOLPIDM_03016	CDS	420				hypothetical protein
POOLPIDM_03017	CDS	318				hypothetical protein
POOLPIDM_03018	CDS	363				hypothetical protein
POOLPIDM_03019	CDS	1416				hypothetical protein
POOLPIDM_03020	CDS	525				hypothetical protein
POOLPIDM_03021	CDS	681				IS6 family transposase IS1216E
POOLPIDM_03022	CDS	594	repD			Replication initiation protein
POOLPIDM_03023	CDS	318				hypothetical protein
POOLPIDM_03024	CDS	681				IS6 family transposase IS1216E
POOLPIDM_03025	CDS	1371				Tn3 family transposase TnBth1
POOLPIDM_03026	CDS	606	bin3_2			Putative transposon Tn552 DNA-invertase bin3
POOLPIDM_03027	CDS	168				hypothetical protein
POOLPIDM_03028	CDS	300	ligA_2	6.5.1.2		DNA ligase
POOLPIDM_03029	CDS	618	bin3_3			Putative transposon Tn552 DNA-invertase bin3
POOLPIDM_03030	CDS	387				hypothetical protein
POOLPIDM_03031	CDS	2352				hypothetical protein
POOLPIDM_03032	CDS	690				hypothetical protein
POOLPIDM_03033	CDS	453				hypothetical protein
POOLPIDM_03034	CDS	681				IS6 family transposase IS1216E
POOLPIDM_03035	CDS	93				hypothetical protein
POOLPIDM_03036	CDS	618	bin3_4			Putative transposon Tn552 DNA-invertase bin3
POOLPIDM_03037	CDS	171				hypothetical protein
POOLPIDM_03038	CDS	1491				hypothetical protein
POOLPIDM_03039	CDS	300				hypothetical protein
POOLPIDM_03040	CDS	285				hypothetical protein
POOLPIDM_03041	CDS	399				hypothetical protein
POOLPIDM_03042	CDS	681				IS6 family transposase IS1216E
POOLPIDM_03043	CDS	609	vanX_2	3.4.13.22		D-alanyl-D-alanine dipeptidase
POOLPIDM_03044	CDS	1032	vanA_2	6.1.2.1		Vancomycin/teicoplanin A-type resistance protein VanA
POOLPIDM_03045	CDS	969	vanH_2	1.1.1.-		D-specific alpha-keto acid dehydrogenase
POOLPIDM_03046	CDS	1143	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
POOLPIDM_03047	CDS	696	walR_3		COG0745	Transcriptional regulatory protein WalR
POOLPIDM_03048	CDS	681				IS6 family transposase IS1216E
POOLPIDM_03049	CDS	297				hypothetical protein
POOLPIDM_03050	CDS	1494				hypothetical protein
POOLPIDM_03051	CDS	954	soj_5	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
